cliente_id,nome,email,idade,cidade,estado,data_ultima_compra,total_gasto,frequencia_compras,forma_pagamento,satisfacao,cliente_ativo
241,Jody Morgan,mooretiffany@hotmail.com,38,East Brittany,MS,2025-01-15,2775.0,9,Débito,4,True
242,Stephen Norton,lnoble@gmail.com,28,East Sabrina,ND,2024-07-03,2985.18,14,Débito,1,True
243,Jesus Nguyen,ruizjennifer@hotmail.com,61,North Glendaland,HI,2024-12-17,4492.75,10,Pix,5,True
244,Andrew Wood,pharvey@yahoo.com,55,East Travisview,KY,2024-12-05,2917.88,15,Pix,3,False
245,Joseph Lopez,cford@thomas.com,46,Port Carolynchester,DC,2024-04-15,2166.91,13,Pix,4,True
246,Michael Fitzgerald,brendahendrix@hotmail.com,65,North Nicole,WA,2024-08-05,3544.46,6,Pix,4,True
247,Scott Scott,thompsonadam@hotmail.com,58,Jonathanshire,MO,2024-09-09,1850.32,14,Débito,4,True
248,Micheal Williams,aramirez@hotmail.com,20,Liborough,IA,2024-10-11,4867.27,12,Pix,1,True
249,Andrea Murray,kevin00@gmail.com,45,Port Annafurt,NV,2024-04-17,4374.28,13,Boleto,1,True
250,Amber Lamb,ptownsend@williams.info,37,West Dylanborough,CO,2024-12-20,867.6,10,Boleto,1,True
251,Julia Wilson,adamsandrew@obrien-jones.com,43,Sanchezshire,OK,2024-11-08,3452.22,18,Crédito,2,False
252,Brett Cannon,kgill@allen.net,41,Lake Stevenborough,OR,2024-09-14,266.95,9,Débito,3,True
253,Thomas Alexander,solistracy@brewer.org,69,New Cynthia,WY,2025-03-01,4437.52,16,Crédito,3,True
254,Jeffery Fischer,walshstephanie@tate-baker.com,64,New Randychester,ND,2024-06-20,4239.78,23,Pix,3,False
255,Amanda White,lauren18@gmail.com,38,West Allisonland,MN,2024-07-31,2599.63,1,Crédito,4,False
256,Carl Pitts DVM,jessica83@gregory.com,47,Johnsonburgh,GA,2025-01-01,725.67,13,Débito,5,True
257,Jeffrey Hawkins,ericgomez@gmail.com,21,Lake Megan,ID,2024-06-24,3145.22,17,Débito,1,True
258,Joshua Harris,gmcdowell@yahoo.com,53,Lake Jenniferfurt,NJ,2024-08-31,1272.75,19,Boleto,2,False
259,Jeremy Jacobs,watsonraymond@ochoa.net,57,Swansonside,RI,2025-03-14,3191.27,20,Débito,1,True
260,Debbie Hall,sarah95@goodwin.com,27,Brandyborough,ND,2025-01-02,3499.35,13,Crédito,2,True
261,Richard Garcia,lauramurphy@moss.com,27,New Emilyshire,OR,2025-01-21,620.65,19,Débito,3,True
262,Danielle Mitchell,steven16@gmail.com,59,Carpentermouth,MI,2024-08-23,2437.03,18,Débito,4,True
263,Mary Harmon,rachel99@hotmail.com,41,Martinezshire,WY,2025-02-19,2969.41,12,Crédito,3,True
264,Shannon Martinez,amywood@lowery-brown.biz,21,Michaelburgh,TN,2024-07-06,1342.77,16,Pix,5,True
265,Bailey Mclaughlin,joshua02@yahoo.com,64,Port Andrewview,CA,2024-05-08,1084.95,22,Débito,1,False
266,Michael Warner,jamescoleman@hotmail.com,44,Davidside,NM,2025-02-12,3225.49,23,Pix,4,False
267,Connie Decker,gregorymontgomery@davis.biz,68,North Jenna,NV,2024-07-25,3827.64,18,Pix,2,True
268,Joseph Leonard,jason99@mccarty.com,62,Waltersfort,PA,2025-01-29,1859.64,13,Débito,3,False
269,Mark Mitchell,michaelparrish@yahoo.com,21,North Lynn,NH,2024-11-06,3573.6,9,Crédito,4,True
270,Robert Tran,liroger@hotmail.com,49,West Matthew,RI,2024-09-14,2978.14,8,Pix,1,True
271,Kevin Johnson,paul53@rosales.biz,27,West Toni,MO,2025-02-12,4067.01,12,Boleto,1,True
272,James Daugherty,jennifer33@gmail.com,28,East Garyside,NE,2024-08-12,1099.95,8,Crédito,4,False
273,Angela Hubbard,isaacwilliams@yahoo.com,45,Richardschester,MS,2024-11-21,4002.34,4,Débito,3,True
274,Patricia Hudson,hartmanamy@diaz.com,63,Johnsontown,AZ,2024-09-11,1405.4,21,Débito,5,False
275,Cindy Oconnor,xmorgan@yahoo.com,25,New David,WV,2024-10-24,1561.5,10,Débito,3,True
276,Olivia Gomez,crodgers@hotmail.com,57,Hudsonmouth,LA,2024-11-07,4893.04,23,Débito,4,True
277,Lori Lester,itaylor@gomez.com,39,Loritown,AR,2024-11-25,325.47,10,Débito,4,True
278,Roy Fox,elizabeth14@yahoo.com,51,New Robert,ME,2024-06-20,1029.79,23,Boleto,4,True
279,Jesus Smith,halemonique@sawyer.info,62,Kellyview,MN,2025-03-07,2652.29,21,Débito,5,True
280,Matthew Guerrero,charlesclark@stuart.com,52,Pratthaven,MA,2024-11-18,1942.37,12,Crédito,4,True
281,Troy Castillo MD,heather05@brown.biz,52,South Ryan,ID,2024-04-02,1286.29,18,Débito,2,False
282,Deanna Munoz,ialvarez@newman.info,42,Jessicafurt,FL,2024-09-06,3454.31,19,Boleto,3,True
283,Samantha Floyd,tapiaalicia@hotmail.com,51,Jamesville,OK,2024-07-01,3379.26,17,Pix,1,False
284,Anthony Johnson,igarcia@andrews-rocha.org,23,South Edward,MT,2024-09-14,4822.33,1,Pix,5,True
285,Tonya Cooper,kaneamanda@hotmail.com,58,East Kayla,CA,2024-08-08,4405.14,8,Débito,1,True
286,Nicholas Barrett,brookemurray@chavez.net,54,South Calvin,HI,2024-08-23,4987.44,23,Boleto,3,True
287,Michael Torres,ygilmore@roberson-walton.info,18,South Richardburgh,NV,2024-06-27,1878.15,19,Crédito,4,True
288,Joshua Oconnor,wolfbarbara@hotmail.com,29,Cooleyberg,VT,2024-06-23,321.65,12,Débito,3,True
289,Alex Burton,ewashington@coleman-hines.com,52,East Jessica,AZ,2024-09-23,1693.95,13,Débito,5,True
290,Andrew Perez,patrick39@johnson.org,23,North Williamside,MD,2024-03-24,2534.88,14,Débito,3,True
291,Andrea Brown,heatherfloyd@hotmail.com,34,North Kelly,NH,2024-07-03,943.76,9,Débito,4,True
292,Jenny Stafford,nharrell@barajas.biz,26,Sandratown,WY,2024-07-20,516.87,9,Crédito,5,False
293,Jeffrey Howard,jensenmike@hernandez-roman.biz,19,Emilyburgh,MI,2024-06-16,2318.37,19,Boleto,5,False
294,Gary Hatfield,bakermichael@yahoo.com,35,Jessicachester,AR,2024-05-31,4670.06,18,Boleto,5,True
295,Janet Ortiz,lisa64@gmail.com,66,Adambury,DC,2024-11-27,3839.51,11,Pix,5,False
296,Joseph Fitzgerald,frichardson@smith-valencia.biz,53,Martinmouth,WV,2024-07-22,1626.28,13,Pix,4,True
297,Julie Williams,prollins@barry.com,45,South Andreafort,KS,2024-05-19,4454.22,3,Pix,4,True
298,Jennifer Myers,clarkkenneth@turner.com,58,West Martinfort,WI,2024-11-30,3516.64,12,Pix,5,True
299,Charles Melton,barbaraschroeder@walsh-carter.com,54,Tanyatown,KY,2025-02-16,2370.39,24,Pix,2,False
300,Morgan Hernandez,ismith@davidson-jones.com,66,North Jamie,MD,2024-08-30,1396.64,7,Pix,3,False
301,Ryan Hoover,james82@hotmail.com,43,Port Jasmin,TN,2024-07-20,2920.12,15,Crédito,5,True
302,Alex Drake,derek56@hotmail.com,21,West William,NV,2024-06-02,1055.01,15,Débito,5,False
303,Richard Sutton,shannon62@hotmail.com,57,Brownview,MA,2024-04-15,3732.04,23,Crédito,5,False
304,Blake Pennington,josephbarnes@yahoo.com,53,Guerrafort,FL,2024-09-09,4690.95,19,Crédito,3,True
305,Lisa Ellis,cooperlatasha@yahoo.com,68,Brandtport,OR,2024-09-30,3330.41,12,Crédito,2,True
306,Lance King,morrismichael@hotmail.com,48,New Jonathanstad,ME,2025-02-19,3652.47,2,Boleto,3,False
307,Morgan Johnson,boltonmarie@hotmail.com,47,Port Alejandra,WI,2024-12-25,905.99,15,Crédito,1,True
308,Amanda Davis,cindy57@gmail.com,67,Thompsonmouth,WI,2024-08-28,3766.3,6,Boleto,1,True
309,Chris Young,abeltran@hotmail.com,51,Jessicaside,KY,2024-09-22,2537.05,7,Crédito,1,True
310,Nicolas Sullivan,oweaver@gomez.org,36,Juliastad,KS,2024-04-09,528.18,16,Crédito,4,True
311,Johnathan Long,trobinson@gmail.com,35,Crystalberg,VA,2024-12-18,1993.59,13,Boleto,2,True
312,Steven Pierce,cassiehutchinson@hotmail.com,47,New Aaronfurt,MA,2024-07-04,3674.3,10,Débito,3,False
313,Patricia Duncan,dwilson@flores-williams.com,38,South Annehaven,NH,2025-01-08,2933.23,4,Crédito,3,False
314,Michael Bryant,rwright@navarro.com,20,Reyesfurt,CO,2024-10-24,1601.27,10,Crédito,5,True
315,Jennifer Crawford,shellystevenson@holder.com,23,New Marcus,NV,2024-11-29,4944.87,21,Pix,5,False
316,Patrick Johnson,edward63@poole.com,55,Smithmouth,OH,2024-10-24,2912.76,3,Pix,5,False
317,Lauren Parsons,toddturner@gmail.com,30,Codymouth,OK,2024-06-09,4730.25,2,Débito,4,False
318,Michael Clark,jeffery05@meza.com,62,Ericksonmouth,FL,2024-03-23,2842.89,7,Boleto,5,True
319,Gina Good,rhill@hotmail.com,20,Andrewville,MA,2024-04-03,2866.87,15,Crédito,5,True
320,Christine Knight,escobarmark@yahoo.com,65,Kellymouth,KY,2024-07-17,350.74,17,Pix,4,False
321,Warren Middleton,nicholskiara@gmail.com,45,Mariahaven,WV,2025-02-08,609.99,19,Crédito,3,False
322,Michelle Maldonado,zrose@yahoo.com,39,West Ashleyside,UT,2024-05-21,3110.75,14,Pix,5,True
323,Thomas Lam,lisajones@scott.com,57,Johnsonside,AL,2024-07-15,3685.01,23,Boleto,3,True
324,Paul Smith,vhansen@gmail.com,57,East Michael,SC,2024-12-25,1295.76,15,Boleto,3,True
325,Krystal Farley,schroederamy@yahoo.com,29,North Brandonview,ID,2024-05-09,4823.48,4,Pix,3,True
326,Mario Morris,lortega@hansen.com,40,Gutierrezhaven,CT,2024-12-24,3732.07,24,Pix,3,False
327,Lindsay Archer,deborah77@gmail.com,48,West Andrew,VA,2024-12-03,1266.26,6,Pix,4,True
328,Charles Williams,xkramer@gmail.com,35,South Michael,RI,2025-02-25,3257.66,14,Crédito,4,True
329,Timothy Fry,katherine72@hill.info,24,South Matthew,OK,2024-10-12,1764.81,11,Boleto,4,False
330,Dr. Robert Osborne,ernestjones@gmail.com,25,Lake Jeanette,NJ,2024-05-19,3664.66,19,Débito,1,False
331,Chelsea Dunn,zjohnson@gomez.com,36,Lake Marybury,ND,2024-10-21,2964.5,23,Pix,2,True
332,Travis Thompson,mhiggins@hotmail.com,46,West Kristenberg,MT,2024-09-24,3807.6,7,Pix,3,True
333,Matthew Moore,bmccarty@ryan-wilson.net,61,Kingside,NH,2024-10-05,1332.17,11,Débito,2,False
334,Jonathan Hogan,austinnathan@hotmail.com,37,Kathrynville,NV,2024-08-04,4668.25,12,Crédito,4,False
335,Nicole Baker,elizabeth25@walker-poole.net,67,South Ryan,MO,2024-06-13,4965.71,2,Pix,2,True
336,Jeffrey Ewing,sandra97@bryant.org,59,Webermouth,NV,2024-11-06,906.21,10,Débito,2,True
337,Theresa Medina,mpatterson@gmail.com,47,South Melissamouth,AZ,2024-10-03,2613.24,17,Crédito,3,True
338,Wanda Lee,frankbrad@gmail.com,64,Port Melissachester,NY,2024-03-30,4331.03,16,Crédito,3,True
339,Rebecca Kirk,martinjason@rodriguez.net,39,Port Hayden,NH,2024-05-11,1803.72,18,Boleto,4,True
340,Brittney Guerrero,nicholaswilson@palmer-perez.info,27,Ryanborough,ME,2024-09-23,1288.92,20,Boleto,5,True
341,Kristine Ward,rodriguezalicia@booker.com,43,South Kevinchester,NY,2025-02-07,3682.22,20,Crédito,1,True
342,Kristina Jenkins,benderhector@carpenter-durham.com,68,Lake Michelle,OR,2024-03-21,4889.84,2,Crédito,3,True
343,Regina Perez,mary99@gmail.com,50,East Maryville,RI,2024-10-23,2568.36,20,Crédito,5,False
344,Joseph Pugh,kathryn72@yahoo.com,45,New Michaelmouth,NJ,2024-03-21,2022.91,5,Pix,3,False
345,Lynn Burton,davidoliver@wells-brown.com,27,West Rebecca,RI,2024-06-20,2020.47,4,Pix,3,True
346,Nicholas Wright PhD,corey06@hernandez.com,46,West Davidshire,IL,2025-01-22,3993.08,10,Crédito,2,True
347,Tony House,raynicholas@kennedy.com,61,Feliciaborough,CO,2025-02-01,3559.7,10,Débito,4,True
348,Jerome Manning,brivera@hotmail.com,35,Brentport,KY,2025-03-03,1662.69,14,Crédito,1,True
349,Jordan Roman,watkinsthomas@steele.net,59,Patriciashire,MA,2025-03-05,4875.48,22,Pix,3,True
350,Tina Martin,john35@hunter.com,18,South Robertfort,CO,2024-12-18,4468.74,7,Débito,4,True
351,Tanya Walters,sharonlopez@weber.com,40,Brittanyview,NM,2024-04-04,3534.55,11,Pix,4,True
352,Dawn Macias,laurieharper@nichols.com,34,New Frankport,NC,2024-11-03,2259.81,12,Pix,3,True
353,Lisa Davis,ohayes@davis.com,60,East Angelahaven,GA,2024-12-02,1115.75,6,Débito,4,False
354,Adam King,charlesgreen@yahoo.com,54,South Gary,WY,2024-12-08,3358.33,6,Crédito,4,True
355,Jasmine Rowe,deanrodriguez@gmail.com,48,Mcintoshberg,WI,2025-03-11,3794.06,9,Crédito,4,True
356,Jean Beard,johnny01@stephens.com,42,New Scottside,AZ,2024-09-05,3059.98,21,Pix,3,True
357,John Gallegos,rodriguezjames@wagner.info,21,Georgetown,TX,2024-12-11,2528.52,16,Débito,3,False
358,Michael Murphy,hancockroger@gmail.com,69,Lake Maryfurt,KS,2024-10-23,678.4,15,Débito,2,False
359,John Boyd,knewman@anderson.biz,26,Pattonview,NY,2024-04-15,3945.18,22,Pix,3,True
360,Keith Reed,michelleknapp@yahoo.com,45,Howardshire,IN,2024-07-26,2508.8,1,Débito,3,False
361,Connor Rodriguez,dli@dickson-fleming.info,47,West Paulborough,NC,2024-11-25,4285.16,4,Pix,2,False
362,Amanda Hebert,james20@mckenzie-parrish.com,64,Hollytown,ND,2024-08-19,760.61,2,Débito,2,False
363,Theresa Edwards,ashley23@hotmail.com,41,Maxwellborough,ID,2024-04-15,4828.94,15,Crédito,3,False
364,Victoria Hubbard,twilson@griffin.com,50,West Edward,IL,2024-07-21,2506.89,7,Pix,4,False
365,Michael Larson,warnermichael@hotmail.com,37,Davisfurt,WA,2024-05-19,454.52,23,Boleto,4,True
366,Eric Brown,wheelerrachel@hernandez.com,26,Mercadofurt,FL,2024-05-11,1472.56,4,Débito,5,True
367,Cesar Castillo,mcleanlorraine@gmail.com,25,Bergchester,FL,2024-11-28,4522.64,5,Débito,3,True
368,Pamela Williams,matthew97@patel.org,41,Billyburgh,NY,2024-10-29,1736.69,6,Boleto,5,False
369,Amanda Peters,nroberts@gmail.com,31,Singletonville,IL,2024-12-10,4853.38,9,Débito,5,False
370,Lynn Herring,michael52@lee-brown.com,35,Levineshire,NC,2025-02-21,2276.19,19,Pix,3,False
371,Kevin Miller,meganhernandez@gmail.com,18,East Randall,NC,2024-04-02,1898.53,10,Débito,3,True
372,Robin Harris,john09@gmail.com,29,Baldwintown,IA,2024-08-26,3969.87,4,Débito,3,True
373,Michael King,martharoberson@hotmail.com,46,South Amber,NM,2024-11-01,2388.89,3,Débito,2,True
374,Timothy Lutz,destiny81@hotmail.com,54,West Kathrynton,MI,2024-09-03,470.28,10,Boleto,3,True
375,Steven Tran,josephjohnson@yahoo.com,43,Jenniferton,CT,2025-02-24,4161.32,14,Pix,5,False
376,Kevin May,jesus45@hotmail.com,50,Carneyshire,CT,2025-02-25,3973.27,18,Pix,5,True
377,Peter Meyers,nichole71@hotmail.com,60,Ambermouth,PA,2024-11-20,2623.47,18,Boleto,4,True
378,Matthew Bryant,pgonzalez@cohen.com,32,New Lauraton,OK,2024-10-04,147.45,11,Boleto,2,True
379,Jimmy Moore,debra87@hotmail.com,40,Davismouth,PA,2024-11-25,768.15,9,Crédito,1,True
380,Matthew Alvarez,iclark@yahoo.com,46,Port Donna,VT,2025-03-02,3588.75,14,Pix,2,True
381,Kimberly Hoover,mclaughlinchristina@yahoo.com,38,New Deannahaven,NC,2024-06-13,2995.2,11,Pix,3,True
382,Robert Miller,johnsoncharles@lyons.com,36,Warrenshire,IN,2025-01-17,3530.22,7,Pix,5,True
383,Harold Hayes,webbjennifer@ibarra-brown.net,22,Gonzalezbury,CT,2024-11-25,1868.58,11,Crédito,2,False
384,Kayla Archer,christine28@gmail.com,40,West Justinfurt,AZ,2024-03-29,3183.95,4,Crédito,4,True
385,Barbara Stewart,pknight@perez.com,53,Cookfurt,TX,2024-05-17,2230.65,16,Débito,4,True
386,Nicholas Smith,douglas67@gmail.com,37,Port Robertport,WY,2024-10-17,2127.62,19,Boleto,2,True
387,Cheryl Gutierrez,jerrybrooks@hotmail.com,25,Masseyborough,MT,2025-02-08,2133.66,3,Boleto,4,True
388,Eric Price,barajasstephanie@yahoo.com,26,New Lindaview,CT,2024-09-12,257.07,5,Pix,1,True
389,Randall Dawson,barry38@green-miller.com,31,Charlesborough,AK,2024-06-21,398.88,11,Débito,1,True
390,Russell Jones,monica48@gmail.com,23,Brownfurt,WY,2025-02-01,4261.66,8,Débito,5,True
391,Henry Winters,jeffreymedina@watson.com,18,Waltertown,AR,2024-07-05,3508.08,19,Débito,3,True
392,Megan Hart,michellepalmer@gmail.com,26,Chavezbury,MI,2024-03-30,1229.02,13,Pix,5,True
393,Jennifer Johnson,keith41@hotmail.com,33,Lake Garretthaven,NC,2025-02-11,678.82,21,Pix,2,True
394,Cheryl Hughes,noblebrenda@perez.com,33,New Jason,TN,2024-11-07,299.48,21,Crédito,5,True
395,Caleb Bell,sandra22@tucker.org,29,Williamfort,KS,2024-12-05,2450.57,12,Boleto,4,True
396,Luis Valdez,erikapineda@hotmail.com,22,North James,CA,2024-07-28,2981.04,13,Crédito,3,True
397,Jesus Spencer,mcbridemary@gmail.com,57,Lake Nathan,IN,2024-08-06,4499.98,18,Débito,4,True
398,Kathleen Miller,zachary47@lee-clark.info,46,Port Wesley,KS,2024-07-16,4609.33,6,Débito,5,True
399,Scott Gibbs,williamfarmer@yahoo.com,63,Tammyberg,SD,2024-10-09,1894.6,20,Boleto,3,True
400,Deborah Wong,michaelparker@hotmail.com,44,West Veronicaside,NC,2024-11-12,4661.11,8,Pix,3,True
401,Ronald Cook,abennett@clark.net,28,Keithville,MO,2024-11-03,2774.32,5,Crédito,4,True
402,Kaitlin Johnson,dray@howell-mayer.com,64,Calderonmouth,NC,2024-06-23,2913.05,11,Boleto,4,False
403,Lori Mitchell,patricia10@cook-johnson.com,67,Valenzuelashire,CT,2024-07-27,975.31,19,Débito,3,False
404,James Moore,grayjillian@gmail.com,45,Lake Kelseyfurt,VT,2024-09-30,667.72,1,Débito,1,True
405,Bridget Thompson,mistyramos@edwards-hayes.com,69,Davidview,TN,2024-05-28,1297.44,12,Boleto,3,True
406,Margaret Sanchez,shawn12@mercer-wright.net,53,Lake Hannahhaven,SD,2024-04-25,709.02,10,Crédito,3,True
407,Lori Dougherty,vvelazquez@gmail.com,59,Port Caseymouth,SD,2024-10-19,1194.13,19,Pix,1,True
408,Dr. Michael Williams,jsmith@gmail.com,36,Port Patrick,DC,2024-04-06,2745.09,14,Débito,3,True
409,Douglas Jackson,nicole32@yahoo.com,52,Taylorstad,NV,2024-12-09,4354.45,19,Pix,4,False
410,Darrell Johns,michellecampos@hotmail.com,69,South Gabriel,MA,2025-01-07,3995.44,13,Débito,5,False
411,Shawn Taylor,amyhuff@foster.com,48,Kelseytown,MI,2024-07-18,258.55,10,Pix,4,True
412,Alexis Conrad,opark@gmail.com,61,Nicholasside,MD,2024-12-24,3522.93,23,Débito,3,True
413,James Solis,uoliver@yahoo.com,36,North Lisa,MT,2025-03-12,329.28,9,Débito,3,True
414,Mrs. Samantha Hicks MD,davisedward@gmail.com,63,Myerstown,KY,2024-10-01,4990.32,2,Boleto,2,True
415,Ashley Carr,brianlopez@hotmail.com,41,West Nancy,MS,2025-01-17,3942.16,18,Débito,5,False
416,Megan James,anthonylopez@hotmail.com,19,Cruzmouth,NE,2024-10-27,1233.77,18,Pix,4,False
417,Jeffrey Mcintyre,michael74@cunningham-morris.com,24,Jeffreyfort,NC,2024-06-13,2501.54,16,Crédito,3,True
418,David Taylor,norristracy@hotmail.com,60,Krystalshire,OH,2024-09-14,3746.1,17,Boleto,3,False
419,Kim Jones,kristen11@hotmail.com,66,Iantown,MI,2024-09-07,4215.05,18,Pix,2,False
420,Matthew Church,amandarichardson@johnson.com,48,Lake Patriciaview,MN,2024-10-19,1221.4,8,Boleto,3,False
421,Jeffrey Ruiz,ucruz@yahoo.com,34,North Whitney,WY,2024-10-24,756.35,17,Pix,3,False
422,James Brewer,joshuacowan@gutierrez-atkins.com,44,Hudsonburgh,TX,2024-05-10,4662.28,23,Boleto,1,True
423,Kevin Houston,joycelawrence@collier.com,53,New Laura,IL,2024-03-30,3386.73,6,Pix,4,False
424,Dr. Jacqueline Johnson DDS,dianalloyd@hotmail.com,67,Lake Keithview,FL,2024-10-12,4393.8,10,Débito,5,True
425,David Williams,dillonwest@montoya-montoya.com,60,Lake Michael,WA,2025-01-14,1238.68,15,Boleto,3,True
426,Robert Maynard,julie65@murphy.com,27,East Barbara,NH,2025-02-18,730.61,13,Débito,3,True
427,Shawn Williams,ethomas@hall.info,62,South Sheila,NH,2025-01-02,1816.59,22,Boleto,5,True
428,Alyssa Fisher,wallacejennifer@hotmail.com,31,Lindashire,WY,2025-03-10,1338.23,23,Boleto,4,False
429,Jenna Middleton,mmiller@wilkins.biz,24,Castillostad,NY,2024-07-17,456.5,15,Pix,4,True
430,Lindsey Martin,bradleystafford@yahoo.com,56,Alvarezville,SC,2024-05-28,3257.95,14,Pix,3,True
431,Jason Lawrence,jeffreyhall@hotmail.com,57,Lauraville,MA,2025-01-21,1330.94,2,Débito,3,True
432,Diane Gordon DVM,stephanieestrada@hotmail.com,26,Brandonville,PA,2024-05-05,2306.1,5,Boleto,4,True
433,Mark Miranda,irwinadam@wilson.com,31,North Natalieland,AR,2024-08-29,1512.67,6,Crédito,4,True
434,Nicole Gonzalez,matthewrose@miller-lawrence.com,25,Murphyhaven,HI,2024-09-11,4613.84,13,Débito,5,True
435,Cassandra Silva,dixonbrett@gmail.com,34,Thomasmouth,FL,2024-09-05,2306.02,10,Boleto,4,True
436,Mark Carter,jennifer21@yahoo.com,40,Allenchester,AR,2024-04-17,4411.3,13,Boleto,3,True
437,Michael Adams,george63@hotmail.com,33,Williamsberg,UT,2025-02-20,315.68,1,Boleto,5,True
438,Hannah Anderson,martinezerik@schmitt.net,43,Hansonborough,MN,2024-05-08,2725.43,6,Débito,2,False
439,Carol Jordan,espinozastacey@smith.com,26,Amyview,MT,2024-07-17,2318.38,23,Pix,3,False
440,Billy Page,milleralexandra@gmail.com,53,South Michael,SD,2024-05-12,1697.98,10,Boleto,3,True
441,Paula Gardner,ronald60@hotmail.com,24,Perryside,WV,2025-01-18,1570.93,2,Pix,3,False
442,Caroline Clark,robert57@hotmail.com,35,Lake Tanyaside,MD,2024-04-14,1407.26,18,Débito,4,True
443,Joseph Fuentes,camachotrevor@gmail.com,25,Harrisonshire,SC,2024-12-29,1077.69,20,Pix,2,True
444,Stephen Fitzgerald,clarkjeremy@stone.com,38,West Carrie,FL,2024-11-22,2513.9,2,Débito,5,True
445,Frances Wilson,linda77@hotmail.com,43,North Theresa,NY,2024-06-07,1791.18,11,Crédito,4,False
446,Sarah Ortiz,jamesflowers@hotmail.com,20,South Chelsea,MD,2024-11-14,1719.94,7,Pix,3,True
447,Stephanie Peterson,judith43@grant.net,34,New Jonathan,CT,2024-07-12,424.42,17,Crédito,2,True
448,Evelyn Neal,davidmiller@gmail.com,68,Rickystad,DE,2025-03-13,167.94,8,Débito,4,True
449,Victoria Manning,andersoncarl@gmail.com,63,Aaronview,DC,2024-05-21,4567.12,7,Crédito,3,True
450,Spencer Riddle,wilsonnicholas@torres.org,41,Schmittland,OK,2024-04-07,2127.42,12,Pix,4,False
451,Travis Hunt,frederickarmstrong@pitts-gilmore.org,42,Aaronmouth,OH,2024-11-13,3417.52,21,Crédito,5,True
452,Whitney Hess,gleach@wilson.info,22,Aaronside,TX,2024-12-24,2316.75,10,Pix,2,True
453,Brittany Smith,guzmankenneth@green.info,54,North Jessicaview,AK,2024-06-26,1083.12,19,Crédito,1,True
454,Michele Walls,nicole98@mccullough-turner.info,62,Huangmouth,WA,2024-05-10,4654.43,20,Pix,2,True
455,Melissa Holland,zrodriguez@martinez.org,67,Hollowaymouth,AZ,2025-03-14,701.04,11,Débito,4,True
456,Matthew Holden,masoncarlos@russell.biz,41,North Samantha,CT,2024-09-12,2458.74,7,Crédito,2,True
457,Michael Mendez,camachorachel@salas-nelson.org,48,Rogersside,NV,2024-06-07,549.47,7,Crédito,3,False
458,Ricky Smith,oriley@gmail.com,43,Michaelhaven,AZ,2024-12-22,1223.45,3,Boleto,2,True
459,Ruth Castillo,thompsonlonnie@diaz.com,38,Ashleyhaven,WV,2024-06-24,3458.53,18,Crédito,4,True
460,Jesse Silva,kellyerika@yahoo.com,51,North Stephen,KY,2024-11-23,2679.42,11,Boleto,1,True
461,John Rowe,mhudson@hotmail.com,55,Jeffreyborough,MS,2025-01-08,2795.27,8,Pix,1,True
462,Kristina Wilcox,justinfields@wolf.com,41,Morrisshire,GA,2024-12-21,4177.97,9,Boleto,4,False
463,Scott Mccall,ryan69@jimenez.com,45,Williamsmouth,WA,2024-11-12,397.81,9,Crédito,5,True
464,Ronald Atkinson,molinaemma@davis-harmon.com,47,Gomezport,KY,2024-04-17,4533.65,5,Crédito,4,True
465,Kelly Franklin,jennifer63@yahoo.com,51,Berrymouth,OK,2024-09-03,3291.02,3,Boleto,1,False
466,Michael Sullivan,garciawilliam@sosa.com,69,North Annaview,CA,2024-10-10,3240.45,17,Pix,4,True
467,Chad Price,tanya55@gmail.com,69,Nelsonland,GA,2024-03-21,248.02,12,Pix,1,True
468,Krystal Hendricks,christopher54@hotmail.com,40,East Martha,IA,2024-12-28,4559.36,4,Boleto,2,True
469,Angie Chapman,robertfoster@hotmail.com,25,Haroldside,NJ,2025-01-23,237.11,1,Crédito,3,True
470,Jonathon Gibson,racheladams@zamora.com,59,Mariaborough,NM,2025-01-18,1008.7,6,Crédito,4,False
471,Brian Whitaker,allenmathew@garrett.com,67,Lake Jessicaview,SC,2024-07-28,4489.96,24,Pix,3,True
472,Matthew Kennedy Jr.,shelleyrobinson@yahoo.com,27,Bowenton,DE,2024-03-21,720.97,8,Crédito,4,True
473,Caitlin Phelps,bakertaylor@norton-cox.org,18,Geraldside,MO,2024-10-14,2050.14,13,Crédito,4,False
474,Briana Jones,schroederdavid@miller-daniels.com,37,Fieldsbury,MD,2024-07-04,3824.24,21,Boleto,5,True
475,James Benton,pperry@hill-nelson.com,54,Johnsonburgh,VT,2024-07-22,2858.44,12,Boleto,5,False
476,Deborah Hall,jeff46@morgan-cross.com,35,Danielside,MS,2024-06-02,3679.34,13,Débito,4,False
477,Charles Cain,stephenperkins@johnson-clarke.com,38,Nicholastown,MI,2024-12-17,1044.95,19,Boleto,1,True
478,Sean Morrow,donna94@hotmail.com,66,East Jeffreyton,MN,2025-03-03,2119.06,16,Débito,3,True
479,Justin Smith,dianesmith@yahoo.com,21,Walterchester,NJ,2025-03-14,2542.1,22,Boleto,4,True
480,Kristin Campos,alexanderpamela@barry.info,60,Lake Williamville,NC,2024-09-30,1293.76,13,Boleto,3,True
481,Michael Velazquez MD,marshalljennifer@hill.info,19,Brendaburgh,AR,2024-07-16,4989.8,13,Crédito,5,True
482,Grace Davis,wongvictoria@hotmail.com,38,North Bryan,AR,2024-12-24,3388.47,16,Débito,2,True
