Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Cidade,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Month,Total_com_imposto,Ticket_Type,Branch,Total
1982,CA-2016-119592,2016-12-14,16/12/2016,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,COLUMBUS,Georgia,31907.0,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76,12,3.8352,Low,D,3.76
1983,CA-2015-122749,2015-12-03,09/12/2015,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,OKLAHOMA CITY,Oklahoma,73120.0,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,12,489.5592,Low,C,479.96
1984,CA-2015-164721,2015-11-25,27/11/2015,Second Class,LW-16825,Laurel Workman,Corporate,United States,BRENTWOOD,California,94513.0,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,11,327.2976,Low,A,320.88
1985,CA-2015-164721,2015-11-25,27/11/2015,Second Class,LW-16825,Laurel Workman,Corporate,United States,BRENTWOOD,California,94513.0,West,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88,11,24.357599999999998,Low,A,23.88
1986,CA-2015-164721,2015-11-25,27/11/2015,Second Class,LW-16825,Laurel Workman,Corporate,United States,BRENTWOOD,California,94513.0,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,11,27.2952,Low,A,26.76
1987,CA-2017-147417,2017-07-25,27/07/2017,First Class,CB-12415,Christy Brittain,Consumer,United States,COLUMBUS,Ohio,43229.0,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,7,1468.7755200000001,High,B,1439.98
1988,CA-2016-127509,2016-11-09,13/11/2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,SPRINGFIELD,Missouri,65807.0,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,17.22,11,17.5644,Low,C,17.22
1989,CA-2016-127509,2016-11-09,13/11/2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,SPRINGFIELD,Missouri,65807.0,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,11,1044.8676,High,C,1024.38
1990,CA-2016-127509,2016-11-09,13/11/2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,SPRINGFIELD,Missouri,65807.0,Central,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,11,26.7444,Low,C,26.22
1991,CA-2016-127509,2016-11-09,13/11/2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,SPRINGFIELD,Missouri,65807.0,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,11,17.6868,Low,C,17.34
1992,CA-2018-111374,2018-02-24,28/02/2018,Standard Class,CB-12415,Christy Brittain,Consumer,United States,PHILADELPHIA,Pennsylvania,19134.0,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,2,5.0551200000000005,Low,B,4.96
1993,CA-2018-133648,2018-06-25,02/07/2018,Standard Class,ML-17755,Max Ludwig,Home Office,United States,SPRINGFIELD,Oregon,97477.0,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,6,72.4608,Low,A,71.04
1994,CA-2018-133648,2018-06-25,02/07/2018,Standard Class,ML-17755,Max Ludwig,Home Office,United States,SPRINGFIELD,Oregon,97477.0,West,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,6,5.450880000000001,Low,A,5.34
1995,CA-2018-133648,2018-06-25,02/07/2018,Standard Class,ML-17755,Max Ludwig,Home Office,United States,SPRINGFIELD,Oregon,97477.0,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,6,11.53008,Low,A,11.3
1996,US-2018-147221,2018-12-02,04/12/2018,Second Class,JS-16030,Joy Smith,Consumer,United States,HOUSTON,Texas,77036.0,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,12,300.5124,Low,C,294.62
1997,US-2018-147221,2018-12-02,04/12/2018,Second Class,JS-16030,Joy Smith,Consumer,United States,HOUSTON,Texas,77036.0,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,12,8.927040000000002,Low,C,8.75
1998,CA-2015-131905,2015-02-06,09/02/2015,First Class,ND-18460,Neil Ducich,Corporate,United States,CHESAPEAKE,Virginia,23320.0,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,2,15.3,Low,D,15.0
1999,CA-2015-131905,2015-02-06,09/02/2015,First Class,ND-18460,Neil Ducich,Corporate,United States,CHESAPEAKE,Virginia,23320.0,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,2,164.84220000000002,Low,D,161.61
2000,CA-2015-131905,2015-02-06,09/02/2015,First Class,ND-18460,Neil Ducich,Corporate,United States,CHESAPEAKE,Virginia,23320.0,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,2,147.849,Low,D,144.95
2001,CA-2018-166128,2018-04-11,18/04/2018,Standard Class,LW-17215,Luke Weiss,Consumer,United States,PASADENA,California,91104.0,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,4,203.94899999999998,Low,A,199.95
2002,CA-2018-166128,2018-04-11,18/04/2018,Standard Class,LW-17215,Luke Weiss,Consumer,United States,PASADENA,California,91104.0,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,4,42.6972,Low,A,41.86
2003,CA-2018-163510,2018-12-25,28/12/2018,Second Class,JW-15955,Joni Wasserman,Consumer,United States,LOUISVILLE,Kentucky,40214.0,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,12,97.8588,Low,D,95.94
2004,CA-2018-163510,2018-12-25,28/12/2018,Second Class,JW-15955,Joni Wasserman,Consumer,United States,LOUISVILLE,Kentucky,40214.0,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,12,310.539,Low,D,304.45
2005,US-2018-143028,2018-04-11,18/04/2018,Standard Class,SC-20050,Sample Company A,Home Office,United States,LUBBOCK,Texas,79424.0,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,4,11.591280000000001,Low,C,11.36
2006,CA-2015-111150,2015-12-31,04/01/2016,Standard Class,RW-19630,Rob Williams,Corporate,United States,COLUMBIA,Missouri,65203.0,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,12,30.273600000000002,Low,C,29.68
2007,CA-2015-111150,2015-12-31,04/01/2016,Standard Class,RW-19630,Rob Williams,Corporate,United States,COLUMBIA,Missouri,65203.0,Central,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,12,48.4806,Low,C,47.53
2008,CA-2018-165386,2018-08-03,04/08/2018,First Class,CM-12190,Charlotte Melton,Consumer,United States,CHICAGO,Illinois,60623.0,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,8,187.03944,Low,C,183.37
2009,CA-2015-116407,2015-11-15,21/11/2015,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,JOHNSON CITY,Tennessee,37604.0,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,11,4.30848,Low,D,4.22
2010,CA-2015-116407,2015-11-15,21/11/2015,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,JOHNSON CITY,Tennessee,37604.0,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,11,339.71711999999997,Low,D,333.06
2011,CA-2015-116407,2015-11-15,21/11/2015,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,JOHNSON CITY,Tennessee,37604.0,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.896,11,25.39392,Low,D,24.9
2012,CA-2016-155761,2016-12-11,11/12/2016,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,HOUSTON,Texas,77041.0,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,12,163.18368,Low,C,159.98
2013,CA-2016-155761,2016-12-11,11/12/2016,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,HOUSTON,Texas,77041.0,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,12,47.270880000000005,Low,C,46.34
2014,CA-2017-145905,2017-09-18,23/09/2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,AUBURN,Alabama,36830.0,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,9,357.99960000000004,Low,D,350.98
2015,CA-2017-145905,2017-09-18,23/09/2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,AUBURN,Alabama,36830.0,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,9,13.3416,Low,D,13.08
2016,CA-2017-145905,2017-09-18,23/09/2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,AUBURN,Alabama,36830.0,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,9,918.0816000000001,High,D,900.08
2017,CA-2016-113110,2016-03-19,23/03/2016,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,SAN BERNARDINO,California,92404.0,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,3,17.91936,Low,A,17.57
2018,CA-2016-113110,2016-03-19,23/03/2016,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,SAN BERNARDINO,California,92404.0,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,3,14.9124,Low,A,14.62
2019,CA-2016-113110,2016-03-19,23/03/2016,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,SAN BERNARDINO,California,92404.0,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,3,34.0272,Low,A,33.36
2020,CA-2016-113110,2016-03-19,23/03/2016,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,SAN BERNARDINO,California,92404.0,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,3,40.9428,Low,A,40.14
2021,CA-2017-168354,2017-09-19,21/09/2017,First Class,RH-19510,Rick Huthwaite,Home Office,United States,PROVIDENCE,Rhode Island,2908.0,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,1638.3546000000001,High,B,1606.23
2022,CA-2017-168354,2017-09-19,21/09/2017,First Class,RH-19510,Rick Huthwaite,Home Office,United States,PROVIDENCE,Rhode Island,2908.0,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,9,17.3808,Low,B,17.04
2023,CA-2017-168354,2017-09-19,21/09/2017,First Class,RH-19510,Rick Huthwaite,Home Office,United States,PROVIDENCE,Rhode Island,2908.0,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,49.53,9,50.5206,Low,B,49.53
2024,CA-2017-168354,2017-09-19,21/09/2017,First Class,RH-19510,Rick Huthwaite,Home Office,United States,PROVIDENCE,Rhode Island,2908.0,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,9,889.7664000000001,High,B,872.32
2025,US-2018-111241,2018-08-20,22/08/2018,Second Class,GM-14500,Gene McClure,Consumer,United States,FRESNO,California,93727.0,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,8,243.9024,Low,A,239.12
2026,CA-2016-114237,2016-03-13,15/03/2016,First Class,MC-17275,Marc Crier,Consumer,United States,SEATTLE,Washington,98103.0,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,3,144.7992,Low,A,141.96
2027,CA-2017-113516,2017-09-08,10/09/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,LANCASTER,California,93534.0,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,9,33.68448,Low,A,33.02
2028,CA-2017-113516,2017-09-08,10/09/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,LANCASTER,California,93534.0,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,9,68.47872,Low,A,67.14
2029,CA-2016-117961,2016-11-26,30/11/2016,Standard Class,GP-14740,Guy Phonely,Corporate,United States,LEOMINSTER,Massachusetts,1453.0,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,11,15.024600000000001,Low,B,14.73
2030,CA-2016-117961,2016-11-26,30/11/2016,Standard Class,GP-14740,Guy Phonely,Corporate,United States,LEOMINSTER,Massachusetts,1453.0,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9,11,106.998,Low,B,104.9
2031,CA-2016-117961,2016-11-26,30/11/2016,Standard Class,GP-14740,Guy Phonely,Corporate,United States,LEOMINSTER,Massachusetts,1453.0,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,61.04,11,62.2608,Low,B,61.04
2032,CA-2016-117961,2016-11-26,30/11/2016,Standard Class,GP-14740,Guy Phonely,Corporate,United States,LEOMINSTER,Massachusetts,1453.0,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,10.95,11,11.168999999999999,Low,B,10.95
2033,CA-2017-128923,2017-12-09,13/12/2017,Standard Class,GB-14530,George Bell,Corporate,United States,FORT WORTH,Texas,76106.0,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,12,9.579839999999999,Low,C,9.39
2034,CA-2017-128923,2017-12-09,13/12/2017,Standard Class,GB-14530,George Bell,Corporate,United States,FORT WORTH,Texas,76106.0,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,12,9.51456,Low,C,9.33
2035,CA-2018-162481,2018-09-25,29/09/2018,Standard Class,CT-11995,Carol Triggs,Consumer,United States,ROCHESTER,Minnesota,55901.0,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.26,9,8.4252,Low,C,8.26
2036,CA-2018-162481,2018-09-25,29/09/2018,Standard Class,CT-11995,Carol Triggs,Consumer,United States,ROCHESTER,Minnesota,55901.0,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.97,9,275.36940000000004,Low,C,269.97
2037,CA-2016-119214,2016-01-23,27/01/2016,Standard Class,CW-11905,Carl Weiss,Home Office,United States,BOZEMAN,Montana,59715.0,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,1,29.6208,Low,A,29.04
2038,CA-2016-119214,2016-01-23,27/01/2016,Standard Class,CW-11905,Carl Weiss,Home Office,United States,BOZEMAN,Montana,59715.0,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.62,1,14.9124,Low,A,14.62
2039,CA-2016-122287,2016-06-18,23/06/2016,Standard Class,SN-20560,Skye Norling,Home Office,United States,PEORIA,Arizona,85345.0,West,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,11.952,6,12.191040000000001,Low,A,11.95
2040,CA-2016-122287,2016-06-18,23/06/2016,Standard Class,SN-20560,Skye Norling,Home Office,United States,PEORIA,Arizona,85345.0,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4.536,6,4.62672,Low,A,4.54
2041,CA-2016-122287,2016-06-18,23/06/2016,Standard Class,SN-20560,Skye Norling,Home Office,United States,PEORIA,Arizona,85345.0,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,6,9.339120000000001,Low,A,9.16
2042,CA-2016-122287,2016-06-18,23/06/2016,Standard Class,SN-20560,Skye Norling,Home Office,United States,PEORIA,Arizona,85345.0,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,75.36,6,76.8672,Low,A,75.36
2043,CA-2016-104493,2016-10-02,08/10/2016,Standard Class,EB-13705,Ed Braxton,Corporate,United States,SAN DIEGO,California,92105.0,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.504,10,58.65408,Low,A,57.5
2044,US-2018-158946,2018-11-18,23/11/2018,Standard Class,JW-15220,Jane Waco,Corporate,United States,LAKEWOOD,Ohio,44107.0,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,38.864,11,39.641279999999995,Low,B,38.86
2045,CA-2015-129168,2015-08-17,23/08/2015,Standard Class,KB-16585,Ken Black,Corporate,United States,HOUSTON,Texas,77095.0,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552,8,15.86304,Low,C,15.55
2046,CA-2017-131835,2017-07-17,21/07/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,PERTH AMBOY,New Jersey,8861.0,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,7,165.8928,Low,B,162.64
2047,CA-2017-131835,2017-07-17,21/07/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,PERTH AMBOY,New Jersey,8861.0,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,597.0,7,608.94,High,B,597.0
2048,CA-2017-131835,2017-07-17,21/07/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,PERTH AMBOY,New Jersey,8861.0,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,7,56.5896,Low,B,55.48
2049,CA-2016-142237,2016-07-11,13/07/2016,First Class,CK-12595,Clytie Kelty,Consumer,United States,PHILADELPHIA,Pennsylvania,19134.0,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,7,295.596,Low,B,289.8
2050,CA-2016-142237,2016-07-11,13/07/2016,First Class,CK-12595,Clytie Kelty,Consumer,United States,PHILADELPHIA,Pennsylvania,19134.0,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,7,2.55204,Low,B,2.5
2051,CA-2016-142237,2016-07-11,13/07/2016,First Class,CK-12595,Clytie Kelty,Consumer,United States,PHILADELPHIA,Pennsylvania,19134.0,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,6.48,7,6.6096,Low,B,6.48
2052,CA-2016-142237,2016-07-11,13/07/2016,First Class,CK-12595,Clytie Kelty,Consumer,United States,PHILADELPHIA,Pennsylvania,19134.0,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341.488,7,348.31776,Low,B,341.49
2053,CA-2016-142237,2016-07-11,13/07/2016,First Class,CK-12595,Clytie Kelty,Consumer,United States,PHILADELPHIA,Pennsylvania,19134.0,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,11.12,7,11.3424,Low,B,11.12
2054,CA-2016-142237,2016-07-11,13/07/2016,First Class,CK-12595,Clytie Kelty,Consumer,United States,PHILADELPHIA,Pennsylvania,19134.0,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25.344,7,25.85088,Low,B,25.34
2055,CA-2017-136434,2017-12-01,07/12/2017,Standard Class,RD-19480,Rick Duston,Consumer,United States,RICHMOND,Indiana,47374.0,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,12,17.6562,Low,C,17.31
2056,CA-2018-120376,2018-12-22,25/12/2018,First Class,TP-21130,Theone Pippenger,Consumer,United States,DETROIT,Michigan,48227.0,Central,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,12,203.94899999999998,Low,C,199.95
2057,CA-2018-120376,2018-12-22,25/12/2018,First Class,TP-21130,Theone Pippenger,Consumer,United States,DETROIT,Michigan,48227.0,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69,12,1618.4238,High,C,1586.69
2058,CA-2018-120376,2018-12-22,25/12/2018,First Class,TP-21130,Theone Pippenger,Consumer,United States,DETROIT,Michigan,48227.0,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.99,12,86.68979999999999,Low,C,84.99
2059,CA-2018-120376,2018-12-22,25/12/2018,First Class,TP-21130,Theone Pippenger,Consumer,United States,DETROIT,Michigan,48227.0,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,12,420.036,Low,C,411.8
2060,CA-2015-106439,2015-10-31,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,LOS ANGELES,California,90049.0,West,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34,10,11.5668,Low,A,11.34
2061,CA-2015-106439,2015-10-31,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,LOS ANGELES,California,90049.0,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3,10,81.90599999999999,Low,A,80.3
2062,CA-2015-106439,2015-10-31,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,LOS ANGELES,California,90049.0,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968,10,16.28736,Low,A,15.97
2063,CA-2015-106439,2015-10-31,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,LOS ANGELES,California,90049.0,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,64.74,10,66.03479999999999,Low,A,64.74
2064,CA-2015-106439,2015-10-31,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,LOS ANGELES,California,90049.0,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,10,19.681919999999998,Low,A,19.3
2065,CA-2015-106439,2015-10-31,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,LOS ANGELES,California,90049.0,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64,10,413.7528,Low,A,405.64
2066,CA-2015-106439,2015-10-31,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,LOS ANGELES,California,90049.0,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352,10,149.27904,Low,A,146.35
2067,CA-2015-106439,2015-10-31,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,LOS ANGELES,California,90049.0,West,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,10,256.9482,Low,A,251.91
2068,CA-2015-106439,2015-10-31,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,LOS ANGELES,California,90049.0,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,12.39,10,12.6378,Low,A,12.39
2069,CA-2016-133452,2016-04-13,19/04/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,POMONA,California,91767.0,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4,203.9592,Low,A,199.96
2070,CA-2016-133452,2016-04-13,19/04/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,POMONA,California,91767.0,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,710.832,4,725.04864,High,A,710.83
2071,CA-2017-146521,2017-07-21,23/07/2017,Second Class,CC-12610,Corey Catlett,Corporate,United States,PHILADELPHIA,Pennsylvania,19134.0,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1.941,7,1.9798200000000001,Low,B,1.94
2072,US-2018-110996,2018-11-20,25/11/2018,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,ONTARIO,California,91761.0,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,11,289.5984,Low,A,283.92
2073,CA-2017-129693,2017-11-26,02/12/2017,Standard Class,TC-20980,Tamara Chand,Corporate,United States,SEATTLE,Washington,98105.0,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312,11,7.45824,Low,A,7.31
2074,CA-2018-122504,2018-11-07,12/11/2018,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,BRENTWOOD,California,94513.0,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,11,61.1694,Low,A,59.97
2075,CA-2018-122504,2018-11-07,12/11/2018,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,BRENTWOOD,California,94513.0,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,11,776.7748799999999,High,A,761.54
2076,CA-2015-131051,2015-12-01,05/12/2015,Standard Class,TR-21325,Toby Ritter,Consumer,United States,SAN FRANCISCO,California,94122.0,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,12,59.364000000000004,Low,A,58.2
2077,CA-2018-140676,2018-09-12,15/09/2018,First Class,BF-11080,Bart Folk,Consumer,United States,BALTIMORE,Maryland,21215.0,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,9,40.698,Low,B,39.9
2078,CA-2018-140676,2018-09-12,15/09/2018,First Class,BF-11080,Bart Folk,Consumer,United States,BALTIMORE,Maryland,21215.0,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,9,92.6772,Low,B,90.86
2079,CA-2018-140676,2018-09-12,15/09/2018,First Class,BF-11080,Bart Folk,Consumer,United States,BALTIMORE,Maryland,21215.0,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85,9,96.747,Low,B,94.85
2080,CA-2016-120103,2016-12-24,29/12/2016,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,PHOENIX,Arizona,85023.0,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,106.232,12,108.35664,Low,A,106.23
2081,CA-2016-120103,2016-12-24,29/12/2016,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,PHOENIX,Arizona,85023.0,West,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984,12,114.22368,Low,A,111.98
